"MlsNumber","PublicRemarks","Bathrooms","Bedrooms","InteriorSize","Type","Ammenities","Address","Price","PropertyType","ParkingSpace","OwnershipType","PostalCode"
"W4966095","Welcome To The Neighbourhood! The Humberside At Backyard Condos' Brand New Boutique Condominium Building In Southn Etobicoke. A Great One Bedroom Floor Plan 526 Sf That Features A Large Walk In Closet And 105 Sf Of Outdoor Space. Located Near Transit, Schools, Shopping, Parks, Hiking, Biking Trails And Major Highways. Amenities - Concierge, Visitor Parking, Gym, Roof Terrace/Fire Pit, Pet Care Area And More!**** EXTRAS **** Modern Open Concept Kitchen With Stainless Steele Appliances Includes Fridge, Stove, Microwave, Dishwasher, Washer/Dryer. Includes 1 Parking And 1 Locker. (27490967)","1","1",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Exercise Centre",,"$545,900 ","Single Family","1","Condominium/Strata","M8Y1T7""MlsNumber","PublicRemarks","Bathrooms","Bedrooms","InteriorSize","Type","Ammenities","Address","Price","PropertyType","ParkingSpace","OwnershipType","PostalCode"
"W4966095","Welcome To The Neighbourhood! The Humberside At Backyard Condos' Brand New Boutique Condominium Building In Southn Etobicoke. A Great One Bedroom Floor Plan 526 Sf That Features A Large Walk In Closet And 105 Sf Of Outdoor Space. Located Near Transit, Schools, Shopping, Parks, Hiking, Biking Trails And Major Highways. Amenities - Concierge, Visitor Parking, Gym, Roof Terrace/Fire Pit, Pet Care Area And More!**** EXTRAS **** Modern Open Concept Kitchen With Stainless Steele Appliances Includes Fridge, Stove, Microwave, Dishwasher, Washer/Dryer. Includes 1 Parking And 1 Locker. (27490967)","1","1",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Exercise Centre",,"$545,900 ","Single Family","1","Condominium/Strata","M8Y1T7"
"W4966165","The Perfect Suite With A Perfect Southern View. This 1-Bedroom Suite, In The Triumph Luxury Tower Will Not Disappoint. One Parking And Locker Is Included. You Have Access To An Extensive List Of Amenities Including 3 Gyms, 3 Party Rooms, Pool, Jacuzzi, Sauna, Dog Run, Movie Theater, Children's Play Area, A Rooftop Terrace With Bbqs, Guest Suites & 24-Hour Concierge. Approx 15 Mins To Kipling Subway, 10 Mins To Pearson Aiport, 5 Mins To Sherway Grdns Mall.**** EXTRAS **** Includes Stainless Steel Refrigerator, Microwave Range & Dishwasher. Stackable Washer And Dryer. Locker And Parking Are Included. Gatehouse Dial 5001 For Underground Visitor Parking Access. (27491058)","1","1",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Exercise Centre",,"$480,000 ","Single Family","1","Condominium/Strata","M9B1S9"
"W4966214","Brand New Never Occupied Large Modern 2Bed/2 Bath Corner Suite With Patio In This Boutique """"Humberside"""" Condo. Open Concept, 9' Ceilings, Modern Cabinetry, Quartz Countertops, Wide-Plank Laminate Flooring Throughout, East Exposure. Concierge, Patio With Fire Pit, Fitness Center, Party Room, Children's Play Area, Pet Grooming Area, Guest Suites. This Building Is Both Environmentally Friendly & Security**** EXTRAS **** Stainless Steel Fridge, Stove, Microwave, Bi-Dishwasher, Washer & Dryer, Parking, And Locker. (27491122)","2","2",,"Apartment","Storage - Locker, Security/Concierge, Party Room",,"$679,000 ","Single Family","1","Condominium/Strata","M8Y1T7"
"N4965960","Location!,Great 4 All Savvy Buyers Bright & Spacious Totally Renovated ,Upgraded In Desired """"Thornhill Woods"""" One Of Largest Models On St. Offers 2 Car Garage 6 Parking Spaces, No Sidwalk, Premium Lot , Granite Floors, On The Family Rm, Hallways, Foyer, Kitchen Floor & Kitch Counter & Counter Tops In The Bathrooms, 2018 Stucco, 2018 2.5 Ton Ac, 2018 High Eff. Furnace , 2016 Roof. 2018 Cvac, 2018 Natural Flag Stone & Steps,Railings,New Interlocking, New Elf ** This is a linked property.** **** EXTRAS **** Over $130,0000 In Upgrades $$$$$$ New S.S. App., S.S Fridge, S.S, Stove, S.S Dishwasher, S.S Microwave W/Built Exhaust. New Cvac & Attac , New Hi Eff. Ac & Furnace ,Walkout Bsmt, Extra Sept. Side Entran, Entry Door From Garage,New Elfs (27490742)","3","4 + 1",,"House",,,"$1,039,000 ","Single Family","6","Freehold","L4J8M3"
"N4966028","Fully Renovated, 60Ft Wide Lot Bungalow In Desirable West Milliken. 2 Brand New Modern Kitchens And Washrooms. Master With 3-Piece Ensuite. New Hardwood And Large Tiles Thru-Out. Finished Basement Apartment With 2 Bedroom & Separate Entrance. Steps To Schools, Parks, Shops, Ttc, Yrt. Close To T&T Supermarket, Pacific Mall, Steeles And Hwy 404. Close To Ib School Milliken Mills High. Excellent Investment Opportunity With Local Rent Over $4000**** EXTRAS **** All New Stainless Steel Fridge, Stove, Ranghood And Dishwasher On Main. Brandnew White Fridge, Stove, Rangehood, Washer, Dryer In Basement. All Windows Coverings. (27490819)","3","3 + 2",,"House",,,"$1,295,000 ","Single Family","6","Freehold","L3R3C2"
"N4966074","Welcome To Allegra. This 1 Bedroom 1 Bathroom Unit Is A Must See. A Bright And Airy Space Featuring A Fantastic W/O Balcony With Unobstructed Views. Definitely One Of The Superior One Bedroom Layouts In The Building With Fantastic Finishes. Excellent Location With Tons Of Amenities And Access To Public Transit. 427 & 407 At Your Door Step. ****Low Maintenance Fees In A Well Managed Building******** EXTRAS **** All S/S Appliances: [Stove, Fridge, Dish Washer, Microwave, Range Hood], Washer/Dryer, Light Fixtures And Window Coverings Included. (27490868)","1","1",,"Apartment","Security/Concierge, Party Room, Exercise Centre",,"$498,888 ","Single Family","1","Condominium/Strata","L4L8C3"
"N4966144","This Bright,Sun-Filled,Immaculate Sidesplit Home Is Situated On A Premium 55 Ft Lot In High Demand,Fast Growing Royal Orchard Community.Generous Size,Open Concept Living/Dining With Bay Windows.Kitchen W/Dinette Overlooking Family Room W/Cozy Wood Burning Fireplace,Bay Window & Access To Pool Size Yard,Renovated Kitchen W/Granite Counter, Custom Backsplash,Pantry & Plenty Of Cabinets.Charming,Characteristic Floor Plan. A Must See!**** EXTRAS **** Fridge, Stove, Dishwasher, Microwave, Washer, Dryer, G.D.O & Remote, All Elf's. Location, Location, Location! *Future Subway Under Construction* *1 Bus To Finch Station, 1 Bus To York Uni* Close To All Amenities For Easy Access Living (27490947)","3","3",,"House",,,"$1,208,800 ","Single Family","5","Freehold","L3T3L8"
"W4966202","Absolutely Gorgeous Detached 2X Garage Home With Double Door Entry Boasts 4 Br + 1Br+Den, 5 Wr (3 Full Wr On 2nd Floor),2X Kitchen! Nice Layout With Hardwood Floors On Main Floor & Hallway. Matching Stained Oak Stairs!, Upgraded Porcelain Tiles And Laminate On Main/2nd Floor, Entrance From Garage To Home; Walkout To Yard W/ Interlocking; Concrete Walkway; Finished Basement Apartment With Sep Side Entrance. Quartz/Granite Counter Through Out! Lots Of Upgrades!**** EXTRAS **** California Shutters & Window Coverings, Cac, Ss Fridge, Ss Stove, Ss Dishwasher, Range Hood, Washer, Dryer, Elf's. Close To Plaza, Transit, 4 Schools. Follow Covid-19 Guidelines. Br Photos W/Furniture Are Old & For Ref. Only. (27491106)","5","4",,"House",,,"$999,990 ","Single Family","4","Freehold","L6P2M5"
"N4965964","Mill-Pond Charmer, Private ,Stunning Backyard Oasis ,Gazebo ,Cedar-Deck, 2 Electric Awnings, Walk To Hospital, Alexanderhigh-S, Pond, Quality Renovations Top To Bottom , New  Sliding Doors,Glass-Porch+Stone-Walk-Way , New Driveway +Garagefloor, Reno Kitchen ,Pot Drawers, Pull Out Spice Rack, Backsplash,3 New Baths, Mbr-Bath-Fl. Heated, Hardwood, Oak-Stairs,Cantina, Workshop, Utility-Room,  Entr, From Garage. One Of A Kind Home, A Must See  A Must See**** EXTRAS **** B/I Miele Cook-Top, Ss-Fridge(Ice-Maker As Is), Ss Panasonic Micro, Ss Oven, B/I Book-Case's, Workbench, Whirlpool Wa+Dryer2020, New Eaves+Leaf Guard, Cvac, Ca, Blinds, Curtains, Custom Lights, Garagedoor-Op. New Roof Vents, Garden-Shed, (27490747)","4","4",,"House",,,"$1,498,800 ","Single Family","6","Freehold","L4C3P6""MlsNumber","PublicRemarks","Bathrooms","Bedrooms","InteriorSize","Type","Ammenities","Address","Price","PropertyType","ParkingSpace","OwnershipType","PostalCode"
"N4966209","Stunning River Park At Uptown Markham, Newly Painted, 9 Ft Ceiling, Sunny South Exposure With Lots Of Natural Light, Spacious Layout, Walk In Closet, Stainless Steel Kitchen Appliances, Granite Kitchen & Bathroom Vanity Counter, 24 Hr Concierge W/Excellent Facilities, Close To Hwy 404/407, Walk To Public Transit, Mall, Banks & Cafes.**** EXTRAS **** Stainless Steel: Fridge, Stove, B/I Dishwasher; Front Load Washer/Dryer; All Existing Electrical Light Fixtures, All Existing Window Coverings, One Parking & One Locker Included. (27491023)","1","1",,"Apartment","Storage - Locker, Security/Concierge, Exercise Centre",,"$530,000 ","Single Family","1","Condominium/Strata","L3R1A6"
"N4966232","Must See! Fabulous Detached Home In Vaughan! Fantastic Location In The Heart Of Maple. Close To Community Center, Schools, Park, Public Transport & Walking Distance To Go Station. Top Ranked Schools. More Than 100K Upgrade. W/I Closet In Master Bedroom, An Eat-In Kitchen, Open Concept.  No Sidewalk & Widened Driveway For Extra Parking. Great Starter Home, Investment Or For Downsizing.**** EXTRAS **** 1 Fridge, Stove, Built-In Dishwasher, Washer, Dryer, All Electric Light Fixtures, All Existing Window Coverings, Automatic Garage Door With Remote Control (One) (27491052)","3","3",,"House",,,"$878,000 ","Single Family","3","Freehold","L6A2N4"
"N4966237","Beautiful Brand New Premium End-Unit 2,448 Sqft 2 Car Garage Townhome In The Desirable Angus Glen Community! This Bright And Spacious Open Concept Home Features Over $100K In Builder Finishes, 10' Smooth Ceilings On Main, Hardwood Floors Through-Out, High End Appliances, Cornice Mouldings, Pot Lights, Direct Access To Home From Garage, Large Walkout Balcony From Family Room, Contemporary Kitchen With Granite Counter Top, Large Centre Island, Butler's Pantry.**** EXTRAS **** All Existing Light Fixtures, Stainless Steel Sub-Zero Fridge, Wolf Gas Stove, Hood Fan, Built In Dishwasher, Built In Microwave, Recycling Drawer. (27491058)","3","3",,"Row / Townhouse",,,"$1,299,000 ","Single Family","4","Freehold","L6C0Y6"
"N4966074","Welcome To Allegra. This 1 Bedroom 1 Bathroom Unit Is A Must See. A Bright And Airy Space Featuring A Fantastic W/O Balcony With Unobstructed Views. Definitely One Of The Superior One Bedroom Layouts In The Building With Fantastic Finishes. Excellent Location With Tons Of Amenities And Access To Public Transit. 427 & 407 At Your Door Step. ****Low Maintenance Fees In A Well Managed Building******** EXTRAS **** All S/S Appliances: [Stove, Fridge, Dish Washer, Microwave, Range Hood], Washer/Dryer, Light Fixtures And Window Coverings Included. (27490868)","1","1",,"Apartment","Security/Concierge, Party Room, Exercise Centre",,"$498,888 ","Single Family","1","Condominium/Strata","L4L8C3"
"W4965944","Rarely Available 4 Bdrms On The Main Floor In This Detached Bungalow In Etobicoke. This Much Loved Home Is Located On A Quiet Street And Is Ideal For A First Time Buyer Who Is Looking To Put Their Personal Touch On The House And Call It *Home Sweet Home*! Attention Buyers, We Hear You. No Offer Date. Offers Accepted Anytime.**** EXTRAS **** Roof (2012), Windows (As Is), Electrical (As Is), Furnace (2003), Hwt (Rental), Appliances (As Is), Shelving In Furnace Room (27490769)","2","4",,"House",,,"$848,888 ","Single Family","2","Freehold","M9W3K9"
"W4966077","Great Opportunity For A 1st-Time Home Buyer To Won This 3 Bedroom, 2 Bathroom, 3 Storey Town House. Features A Basement Apartment With A Separate Entrance And Shared Laundry Facility Perfect For Potential Rental Income. Carpet Free, Open Concept Living/Dining Area With An Updated Kitchen And A Spacious Master Bedroom. Just Steps To Schools, Conveniently Located Several Transportation Routes, Humber College, Shopping And More!!!**** EXTRAS **** Included: (2) Fridge, (2) Stove, Dishwasher. Washer & Dryer. All Existing Lighting Fixtures And Window Blinds. (1) Exclusive Parking Space. Leased Items: Furnace, A/C And Hot Water Tank ($142.89) Per Month (27490940)","2","3 + 1",,"Row / Townhouse",,,"$499,999 ","Single Family","1","Condominium/Strata","M9V1N8"
"W4966154","4+ 3 Bedroom, 5 Washroom Bungalow In North Etobicoke Area. Fully Renovated From Top To Bottom. Brand New Windows, Doors, Roof, Eavestrough, Garage Door, Appliances, Hardwood Floor, 2 Kitchen, 5 Washroom,  2 Separate Hydro Meter, Smoke Detectors, Over 100 Potlights, Porcelain  Flooring, Aggregate Concrete Driveway And Concrete Around Whole House.  Need To See Before Its Gone.**** EXTRAS **** Brand New Stainless Steel Appliances Upstairs . Brand New Ss Appliances In Basement ( Electric Range And Fridge) And Used White Dryer Washer Combination ( Before Closing). Rental Tankless Water Heater. Receipt Available For Appliances (27491044)","5","4 + 3",,"House",,,"$995,000 ","Single Family","5","Freehold","M9V3N6"
"W4966202","Absolutely Gorgeous Detached 2X Garage Home With Double Door Entry Boasts 4 Br + 1Br+Den, 5 Wr (3 Full Wr On 2nd Floor),2X Kitchen! Nice Layout With Hardwood Floors On Main Floor & Hallway. Matching Stained Oak Stairs!, Upgraded Porcelain Tiles And Laminate On Main/2nd Floor, Entrance From Garage To Home; Walkout To Yard W/ Interlocking; Concrete Walkway; Finished Basement Apartment With Sep Side Entrance. Quartz/Granite Counter Through Out! Lots Of Upgrades!**** EXTRAS **** California Shutters & Window Coverings, Cac, Ss Fridge, Ss Stove, Ss Dishwasher, Range Hood, Washer, Dryer, Elf's. Close To Plaza, Transit, 4 Schools. Follow Covid-19 Guidelines. Br Photos W/Furniture Are Old & For Ref. Only. (27491106)","5","4",,"House",,,"$999,990 ","Single Family","4","Freehold","L6P2M5"
"W4966215","Welcome To Heintzman Place Nestled In The Heart Of The Junction. 850 Sq Ft Suite With Huge Windows Offer Endless Panoramic Views, Freshly Painted, Brand New Engineered Hardwood Floors, Crown Moulding & New Light Fixtures Throughout. Owned Parking & Locker! Excellent Public Transit & Highway Accessibility. Eco-Friendly, Ev Charging Stations. Friendly Community - An Amazing Place To Call Home! Sustainably Low Condo Fees & Walk Score 91.**** EXTRAS **** Ss Fridge, Stove, Dishwasher, B/I Micro, Stacked W/D, All Elfs. Many Useful Amenties & Features, Pet Friendly, Concierge, Gym, 2 Party Rms, 2 Libraries, Meeting, Green, Rm, Terrace W/ Bbq Area, Table Tennis, Yoga Rm. No Smoking Building (27491124)","2","2",,"Apartment","Storage - Locker, Party Room, Security/Concierge, Exercise Centre",,"$675,000 ","Single Family","1","Condominium/Strata","M6P5A2""MlsNumber","PublicRemarks","Bathrooms","Bedrooms","InteriorSize","Type","Ammenities","Address","Price","PropertyType","ParkingSpace","OwnershipType","PostalCode"
"C4966002","Sun Filled Corner Suite!Flawless Spacious 2 Br+Den,Split Design,Stunning Scenic View Of Toronto Skyline From 2 Balconies, Floor To Ceiling Windows, Open Concept Gourmet Kitchen W/Breakfast Bar.Newly Renovated 2 Bathrooms*Freshly Painted Thru-Out*$$$* Natural Maple H/Wood Floors,Porcelain Floor Tiles,Steps To The Upcoming Eglinton Lrt,Sunnybrook Park,Ttc @ Entrance+Shops! 2 Balconies!""""Monarch Built""""**** EXTRAS **** :Fridge, Stove(20), B/I Dw (20) Microwave (20), Stacked Front Load Washer & Dryer, Levolor Sunshades Thru-Out, Upgraded Light Fixtures, 1 Locker (6X10)  1 Parking  Space Very Close To Exit Doors),  996 Sf (27490674)","2","2 + 1",,"Apartment","Storage - Locker, Car Wash, Security/Concierge, Exercise Centre, Recreation Centre",,"$645,000 ","Single Family","1","Condominium/Strata","M3C4G8"
"C4966103","*Great Location* Steps To Davisville Subway Station. A Luxury Corner 1 Bedroom Suite With Tons Of Upgrades: 10 Ft Ceilings With Crown Moulding& Coffered Ceiling Design, Light Fixtures/Pot Light, Beautiful Granite Counter Top& Ceramic Backsplash; Huge Widows Provide Spectacular South&West Views, Lots Of Natural Light; Open Concept Living With Walk Out To Sough Facing Balcony For Your Morning Coffee. 24 Hr Concierge/Security, 5 Star Amenities, Must A See!**** EXTRAS **** 15 Mins Walk To Top Ranked High Sch: North Toronto Collegiate Institute; Steps To Eglinton Crosstown Lrt(Expected Completion: 2022) Davisville Aquatic Community Recreation Centre Near To The Bldg Is Planning To Be Built In 2022 (27490803)","1","1",,"Apartment","Storage - Locker, Security/Concierge, Exercise Centre, Recreation Centre",,"$662,000 ","Single Family",,"Condominium/Strata","M5P0A1"
"C4966141","Spacious Three-Story Town House Condo With Finished Basement, 3 Bdrm, 3 Bath, Rarely Available In Toronto. Located In A Quiet And Safe, Guarded Complex. Close To All Amenities: Schools, Community Centre With Swimming Pool, Parks, Ttc Bus And Subway Station, Hwy 401, Yorkdale Shopping Centre, Lawrence Square Mal**** EXTRAS **** Fridge, Stove, Washer, Dryer, Built-In Dishwasher, All Window Coverings, Elf. New Carpet And Freshly Painted (27490855)","3","3 + 1",,"Row / Townhouse",,,"$749,000 ","Single Family","2","Condominium/Strata","M6A2M8"
